"","internal_id","pieces","date"
"310",6118," wednesday       i went to the field and spent the night all the attention of m  congress seems to be turned to   seems determined to persecute the saints to the extent of his power      february ,  ",1873-02-20
"311",6118," thursday       i spent the day in the  cutting brush      february ,  ",1873-02-21
"312",6118," friday       feb   to day the bills for the suppressinon of the  mormons in , and to lay plans for their destruction for  their religion will come before congress may the lord   direct this thing to his own honor &amp; glory &amp; the esstablishmt  of his kingdom &amp; the downfall of the wicked      . telegrams this evening say congress did  not act upon the utah bill to day      february ,  ",1873-02-22
"313",6118," saturday       a telegram says it is now proposed to send a commissi  to   is what we want we are not afraid of the truth i spent the day  drawing stones      february ,  ",1873-02-23
"314",6118," sunday      rd feb  to day we were called upon to attend the   funeral of wm pitt who received the gospel  under miy teaching in  england  in . he fell from an engine while painting  it and died on friday the , feb it was held in the  ward school house    ",1873-02-23
"315",6164,"january ,  ",1874-01-01
"316",6164," thursday      jan st    i spent the day at       january ,  ",1874-01-02
"317",6164," friday      nd we drove to  took dinner at brother ashtons then  drove to the  there we met a furious snow storm  we spent the night in an open house  m      january ,  ",1874-01-03
"318",6164," saturday      rd we drove to       january ,  ",1874-01-04
"319",6164," sunday      . sunday i attended the funeral of sister  the wife  of  she was killed instantly by a shutter  blown from the roof of a tin shop in a gale of wind   spoke followed by w woodruff and  i met with   in the evening      january ,  ",1874-01-05
"320",6164," monday      . i drew  tons of coal for my family and attended the school  in the evening      january ,  ",1874-01-06
"321",6164," tuesday      . i went to the       january ,  ",1874-01-07
"322",6164," wednesday       i butcherd  hogs and cut them up &amp; went to the  in the evening  mils      january ,  ",1874-01-08
"323",6164," thursday      . i returned to the  carried a grit to mill  returned to the city and spent the evening at the   in the  ward. we had &amp; speeches made  m      january ,  ",1874-01-09
"324",6164," friday      . , andc  i wrote  letters to saxe,   mrs  upon her      january ,  ",1874-01-10
"325",6164," saturday      . i spent the day at home choreing i took a severe cold      january ,  ",1874-01-11
"326",6164," sunday      . sunday i met with my quorum at noon and with   in the evening i was quite unwell all day      january ,  ",1874-01-12
"327",6164," monday       jan . the legislature of the  met to day   was appointed   messenger in the council we appointed  our president      january ,  ",1874-01-13
"328",6164," tuesday       we met in joint session and received the  message      january ,  ",1874-01-14
"329",6164," wednesday to january ,  ",1874-01-16
"330",6164," friday      , , and . i spent the time in council &amp; on committies    ",1874-01-16
"331",6219,"may ,  ",1874-05-25
"332",6219," monday      may    i went down to the  net we   caught many suckers and  trout many would weigh  lbs   i returned &amp; spent the night at brother       may ,  ",1874-05-26
"333",6219," tuesday       we rode to  preached to the people and organized   them into the   i spent the night with brother western  miles      may ,  ",1874-05-27
"334",6219," wednesday      . we held a meeting with the people and organized them   into the  president  we then started in the rain &amp; rode to       may ,  ",1874-05-28
"335",6219," thursday      . we drove to  preached to the people then  organized them into the   president. we then returned to  preached to the people  and organized them into the united order with [[randolph hockaday stewart|randolph  stewart]] president &amp;  treasurer      may ,  ",1874-05-29
"336",6219," friday       i went up the creek to look at the farms and caught    trout &amp; one prarie chicken      may ,  ",1874-05-30
"337",6219," saturday      . i stoned up the well and made a curb around it      may ,  ",1874-05-31
"338",6219," sunday       sunday   i preached to the people brothers  left for   home on the . i blessed  children today. i met with  the sabbath , and with the teachers in the evening      june ,  ",1874-06-01
"339",6219," monday      june . i finished the well curb went up the big creek shot  ducks  and caught one trout      june ,  ",1874-06-02
"340",6219," tuesday      nd i left  and preached &amp; camped on        june ,  ",1874-06-03
"341",6219," wednesday      rd we rode to  i held a meeting with the saints  at  and we spent the   night at brother     ",1874-06-03
"342",6220,"june ,  ",1874-06-04
"343",6220," thursday      june ,   we drove to the saw mill below haning rock and camped  m      june ,  ",1874-06-04
"344",6220," friday       we drove over the summit and camped  m      june ,  ",1874-06-06
"345",6220," saturday      . we started down the canyon  broke a wheel   and we had to unload his waggon &amp; draw his ex  on a pole we arived  in  abot  oclok i attended a meeting at the [[tabernacle, salt lake city, salt lake county, utah territory|old  tabernacle]] &amp; in the evening at the       june ,  ",1874-06-07
"346",6220," sunday      .     sunday i attended a meeting at the    spoke one hour and  m   &amp; with  in the evening      june ,  ",1874-06-08
"347",6220," monday       i wrote a peace for the  on my missin  north i went to the  and gave endowments to    sealed  couple &amp; w woodruff  couple      june ,  ",1874-06-09
"348",6220," tuesday       i spent the time at the       june ,  ",1874-06-10
"349",6220," wednesday      . i went to the  and there was  [[baptisms for the dead|baptisms   for the dead]] &amp; i confirmed  of them  confirmed  about the same d h wells   couple for the dead &amp; w woodruff   sealed  couple i was vary weary at night      june ,  ",1874-06-11
"350",6220," thursday to june ,  ",1874-06-12
"351",6220," friday      , and . i spent the time on the  hoeing &amp; planting corn      june ,  ",1874-06-13
"352",6220," saturday      . i spent the fore part of the day hoeing corn in the afternoon   i came to the  and attended a meeting with the board of  the       june ,  ",1874-06-14
"353",6220," sunday      . sunday i attended the funeral of  and  reported the sermon of alvin winegar  &amp;   president  &amp; copied it off &amp; gave it to   president young in the afternoon i attended meeting in  the afternoon  preached    ",1874-06-14
"354",6254,"march ,   i met with the officers of zions saving bank and in  the evening i attended a party of the seventies at the [[th ward school house, salt lake city, salt lake county, utah territory| ward   school house]]      march ,  ",1875-03-01
"355",6254," tuesday       i spent the day making posts      march ,  ",1875-03-03
"356",6254," wednesday      rd i spent a part of the day in the  we baptized   persons for the dead       march ,  ",1875-03-04
"357",6254," thursday to march ,  ",1875-03-05
"358",6254," friday       and  i spent the time making posts &amp; setting fence      march ,  ",1875-03-06
"359",6254," saturday      . i spent the day making fence and getting out manure      march ,  ",1875-03-07
"360",6254," sunday      . sunday i met with my quorum in the circle i received  , richmond and  bishop       march ,  ",1875-03-08
"361",6254," monday      .  today she is  years   of age i spent most of the day in the  we gave endowments  to .  sealed  couple w. woodruff .      march ,  ",1875-03-09
"362",6254," tuesday      th i spent the day laying floors in valley house      march ,  ",1875-03-10
"363",6254," wednesday      . i spent a part of the day in the  we baptizing  about .  sealed , w woodruff  couple      march ,  ",1875-03-11
"364",6254," thursday      march ,     was this day sentenced to pay a fine and be imprisioned in  the  for  hours for contempt of court by  judge  $ in   time as ordered by judge mckean. president young was  in court at the time the order was made he was in the hands   of the marshall smith who took him home to presidents youngs  residence &amp; he got dinner, at about  oclok he started in his own  carriage in company with marshall a. k smith &amp;   for the penitentiary  in one carriag  &amp; , driver &amp; w woodruff in another    ",1875-03-11
"365",6259,"april ,   and had returned to the church and been ordained into  the   &amp; w. woodruff had been ordained so we both stood   a head of them in the quorum      president  spoke one hour &amp;  minuts      april ,  ",1875-04-10
"366",6259," sunday      . sunday prayer by  spoke one hour  and  minuts on the prophesies concerning the lamanits  and the house of israel afternoon prayer by br mitchel  brother caralinamoco from the  spoke in   his own tongue which was interpeted by brother mitchel  president  spoke  minuts conference adjourned  untill the  day of next october i met with    for prayer &amp; we met with the missionaries at the [[historian&apos;s office, salt lake city, salt lake county, utah territory|historians  office]] to set them apart we  abot .      april ,  ",1875-04-12
"367",6259," monday      . i went to the  and we gave endowments to  persons   sealed , w woodruff  i attended a meeting in the   with the building committee      april ,  ",1875-04-13
"368",6259," tuesday      . i went to the  and done a hard days work wheeling   dirt      april ,  ",1875-04-14
"369",6259," wednesday      . i spent the day in the  we baptized   brother  do the baptizing    sealed , w woodruff       april ,  ",1875-04-15
"370",6259," thursday to april ,  ",1875-04-17
"371",6259," saturday      , , and . i spent the time mostly on the       april ,  ",1875-04-18
"372",6259," sunday      . sunday i went to  and attended a meeting  with the people  went with me he preached in the forenoon  one hour &amp;  minuts. i preached in the afternoon one hour &amp;   minutes i met in the evening  spoke  minuts  &amp; w. woodruff  minuts    ",1875-04-18
"373",6260,"april ,  ",1875-04-19
"374",6260," monday      april   i went through the  and returned to the     mils      april ,  ",1875-04-20
"375",6260," tuesday      . i went to my  sowed  / acre of barley, set out some  trees and returned to the  &amp; attended a cooperative meeting      april ,  ",1875-04-21
"376",6260," wednesday      . i spent the day in the  we baptized  and  confirmed them  sealed , w woodruff .        potatoes to       april ,  ",1875-04-22
"377",6260," thursday to april ,  ",1875-04-24
"378",6260," saturday        and  i spent the time at the  ploughing &amp;c      april ,  ",1875-04-25
"379",6260," sunday       sunday  about the sheep      april ,  ",1875-04-26
"380",6260," monday      . i spent the day in the  we gave endowments to  .  sealed , w woodruff .      april ,  ",1875-04-27
"381",6260," tuesday      . i spent i spent the day at the       april ,  ",1875-04-28
"382",6260," wednesday       i spent the day in the  there were baptized   for the dead  sealed  couple w woodruff .      april ,  ",1875-04-29
"383",6260," thursday to april ,  ",1875-04-30
"384",6260," friday       and  i spent the time cutting &amp; planting potatoes  m      may ,  ",1875-05-01
"385",6260," saturday      may . i finished planting  / acres potatoes i planted   east side of the lot comptons surprise next royal ash kidney   next  bushel of peach blow, a few early rose and the most of the  field peerless eastwest end nashannuck i got home late vary  weary brother  called &amp; read me  chapters from   my journal        may ,  ",1875-05-02
"386",6260," sunday      nd  i spent the day at home   with a rheumatic attack in my back and limbs      may ,  ",1875-05-03
"387",6260," monday      rd i went to the  we gave endowments  to  to day  sealed  persons at the altar      may ,  ",1875-05-04
"388",6260," tuesday      . i spent the day at home choreing i went to the field at night      may ,  ",1875-05-05
"389",6260," wednesday       i spent a part of the day in the     ",1875-05-05
"390",6340,"jan. ,   and every material that is used in their construction that  it may be sanctified unto the lord. we dedicate all the windows   belonging to this basement story, the sills, the frames, the sash,  the glass, the putty, the weights the cords the fastnings the paints  and all the material of which they are composed that they may   be holy unto the lord. we dedicate all the outer stepts or stairways  leading to the , with the railings the stone wood iron, lead  and all materials of which they are composed. we dedicate unto  the lord all the inner walls of the temple with all the materials of  which they are composed that they may be holy. we dedicate   all the doors of the basement unto the lord with the frames bolts screws  locks and all fastnings that they may be holy. we dedicate unto  thy most holy name the font which thy people have erected for  the ordinance of baptism for the living and the dead. we dedicate  the flaging, the foundation upon which the font stands unto the  lord. we dedicate the twelve oxen that bear up the font that  they may be holy. we dedicate the font itself with the steps leading  to it and the railing and all materials of which they are composed   the castings, the iron, stone or wood and we pray that they   may be acceptable unto the o lord our god. we dedicate the  boiler, the engine, and the pipes leading to the font, and washing  baths for the washing of thy people unto thee o lord, that they  may be holy. we dedicate the railing that surrounds the font   unto thee. we dedicate unto the lord our god the rooms which  will be used by thy people for the creation, the garden, the telestial  the terrestrial and for the  of thy people  and all other rooms the water tank, and all belonging to this basement   story of this temple of the lord our god. we dedicate and    ",1875-05-05
"391",6355,"jan ,   be finished in a few days and of which their is enough completed  to commence work therein which has not been done since the days  of  that we have any knowledge of, now these that can   see the spiritual atmosphere can see that many of the saints are   still glued to this earth and lusting and longing after the things of  this world in which there is no profit. it is true we should   look after the things of this world and devote all to the building up of  the  according to the present feeling of many   of our brethren they would arogate to themselves this world and   all that pertains to it, and scease not day nor night to see that   it was devoted to the building up of the kingdom of the devil, and  if they had the power they would build a railroad to carry it   to hell and esstablish themselves there whare are the eyes and   hearts of this people whare is their interest for their own   salvation and that of their fore fathers. we enjoy privileges that   are enjoyed by no one els on the face of the earth, supposing   we were awake to this thing namly the salvation of the human family  this house would be crouded as we hope it will be from monday   morning untill saturday night. this  was built here  in this place purposely whare it is warm and plesant in the  winter time and comfortable to work also for the   and all those coming from the south to receive their endow-  ments and other blessings. what do you suppose the fathers   would say if they could speak from the dead would they   not say we ""have lain here thousand of years here in this  house  waiting for this dispensation to come here we are bound and fettered in the  association of those who are filthy, what would they whisper in our   ears why if they had the power the vary thunders of heaven would be in    ",1877-01-01
"392",6433,"december ,  ",1877-12-29
"393",6433," saturday      dec ,     wrote  letter no . i spent the day in council      december ,  ",1877-12-29
"394",6433," sunday       sunday  received  letters ,  wrote  i met with my quorum   for prayer and council minits recorded in office council journal      december ,  ",1877-12-31
"395",6433," monday      . i received  letter  wrote  no  spent the day in council  on the following page will be found a synopsis of my labors   during the year  the council attended to   a good deal of business which was recorded   in president  journal the subject   of the trial of the highest authorities of the church was   discused see the jounal    ",1877-12-31
"396",6465,"june ,   to eat or drink. prizes were distributed as follows to [[catherine wilson|catherine   wilson]] the oldest person  years of age then  .  also to  person femals who had yoked and unyoked  yoke  of oxen &amp; driven them across the plains. also to  oldest   persons who had drawn a hand cart across the plains the   next prizes were to old ladies who had  childn &amp;     years of age married  years had born    children.  had born  children &amp; had    grand childrn &amp; great grand children.     years of age took the prize as having the most childrn of any   one man in the company number . wilford woodruff took   the prize as having baptized &amp; brought the most people into   the church numbering over . a foot race was run  by    .  yards thomas edwards took the prize speeches   were made by mayor  w woodruff   &amp;  at the close the services the veicles carryed  all the company back to the cars and we all arived   home in the evening with joy and rejoicing without   any accident all felt well i had my oldest   brother   with me distance of the   mils      june ,  ",1878-06-11
"397",6465," wednesday           at the  preached   the funeral sermon i bore testimony. at the close i   went to the field and spent the night  m      june ,  ",1878-06-13
"398",6465," thursday      . i spent the day with my boys hoeing corn and potatoes    ",1878-06-13
"399",6551,"june ,  ",1879-06-14
"400",6551," saturday      june ,    , and read the book of jer   the new translation of the bible i went into the mountain  alone and built an altar of stone and dedicated the land to   god for the benefit of the saints. i rode out in the afternoon  to pilot knob and walked around it i saw  deer  m      june ,  ",1879-06-14
"401",6551," sunday       sunday i met with the saints at the mill at  oclok brother    prayed w woodruff spoke one hour on fulfillment   of revelation and prophesy, spoke of jeremiah, being ordained   a prophet to the nations before he was born jer ch , and all   his prophesies concerning jerrusalem and babylon were all fulfilled  so with all the world  of the lord concerning the last days   be fulfilled. i met with the sabbath school in the afternoon      june ,  ",1879-06-16
"402",6551," monday         i also got the daily news of jan rd which contains the   sentence of   for five years in the penetentiary of  nebraska  and $ fine. he appealed for a new trial i wrote  letters         june ,  ",1879-06-17
"403",6551," tuesday       the wind has blown hard for two days and nights br    has arived from  to take me to that place i finished   my letters today &amp; drove to the sheep heard  miles      june ,  ",1879-06-18
"404",6551," wednesday       i had a good supper and breakfast on a wild turkey and       and read papers untill midnight    wilford informed me that he &amp; julia spencer was married   at  and received the ordinances      june ,  ",1879-06-19
"405",6551," thursday          and     ",1879-06-19
"406",10680,"from  to   years  pages            february th   to   december st     ",1879-06-19
"407",10725,"july ,  ",1882-07-30
"408",10725," sunday      july ,     i attended the funeral of allexander c piper at the  ward   meeting house at  oclok. there was a large assembly  present among whom were the high council and nearly all  the bishops of the city including bishop &amp; his council br  piper was the bishop of the ward a member of the high   council and an officiating alderman at the   he died with a cancer in the face and suffered much   spoke  minuts  bishop  , [[ferrymore little|ferrimorze   little]] ,  , &amp; w woodruff  m. a large   procession followed the remains to the grave  i attended the meeting in the  in the afternoon  we had a large company of strangers at meeting   among the number about  editors of various publications     minuts i spent the evening at home      july ,  ",1882-07-30
"409",10725," monday      july .         august ,  ",1882-08-01
"410",10725," tuesday      aug ,  i met in the forenoon with the lawyiers   in council upon the subject of incorporation andc. i  was with president  in the afternoon he had   been sick. i spent the night at the field we had a hard  wind and rain in the afternoon      august ,  ",1882-08-01
"411",10725," wednesday       i met in council this afternoon president   was not able to attend we visited him in his room  he sanctioned tohe obtaining of a bill of article for   including a waggon      august ,  ",1882-08-03
"412",10725," thursday           ",1882-08-03
"413",10800,"april ,  ",1880-04-04
"414",10800," sunday      april ,    sunday we met in the new assembly hall for a two days meeting   spok  minuts w woodruff    m, m thatcher . afternoon house crouded many had to  go away    orson pratt said he was baptized sept ,  john taylor spoke    m. we met in the prayer circle a certain revelation  was discused given to wilford woodruff in the wilderness  of  jan   and it was received by the twelve      april ,  ",1880-04-04
"415",10800," monday      april . the twelve met in council at  oclock and in the assembly   spoke  minuts    . afternoon prayer by   .  he will be  years of age on the  april.  spoke   minuts       april ,  ",1880-04-06
"416",10800," tuesday      april ,  the year of jubilee of the church of jesus   of jesus christ of latter day saints met at the [[tabernacle, salt lake city, salt lake county, utah territory|large   tabernacle]] at  oclok.  opened by prayer president    spoke  m  territorial report of the trustee in trust was then read  spoke  one hour and  m      april ,  ",1880-04-06
"417",10800," wednesday      april . met at  oclok prayer by   president , (levi hancock was baptized oct )  as it was a year of jubilee $ of the perpetual  emigrating fund was forgiven to the poor as debts which they  owed the institution also $. of back tithing was   forgiven the poor  cows was to be given to the widows  and poor &amp; the church was to furnish  of them  sheep    ",1880-04-06
"418",10894,"oct     lay in prision last night and testifyed in court to day  afternoon  prayed statistical report   read of the statkee there was  apostle,  patriarchs,  hp    seventies,  elders,  priest,  teachers  deacons    members  officers &amp; members  children     total of souls  reported the sabbath   schools.  reported the y.m.mia. there   were  associations.  spoke  m.      october ,  ",1884-10-26
"419",10894," sunday       sunday . i met with   the people at .. w woodruff spoke  hour and  minuts      spoke  m, w woodruff  m. i attended   meeting in the evening with the young people. g. teasdale spoke    minuts, w woodruff  m. i spent the night at       october ,  ",1884-10-27
"420",10894," monday       i took car rode to  and spent the day in the  office writing      october ,  ",1884-10-28
"421",10894," tuesday          i wrote one letter to her i received one letter from  and   i wrote one letter to her. on the  oct i received a letter   from  containing $ for  lots that [[jesse tilton moses|jesse   moses]] sold to him which money i paid for a ticket  for his wife  to return home i also   made an affidavit concerning the report of [[john doyle lee|john  d lee]] to president  giving an account   of the mountain meadow massacree which [[charles william penrose|c w   penrose]] used in his lecture upon that subject in the    ward      october ,  ",1884-10-29
"422",10894," wednesday       i spent the fore part of the day in the office the   afternoon in council    ",1884-10-29
"423",10971,"november ,  ",1885-11-19
"424",10971," thursday       nov ,    i came to the historians office this morning  i wrote letter to .        november ,  ",1885-11-19
"425",10971," friday       i overhalled my trunks of records today i found all   of my autobyographs and journals together   was arested  at  &amp; spent  the night i had quite a conversation with brother smith      november ,  ",1885-11-21
"426",10971," saturday         to       november ,  ",1885-11-22
"427",10971," sunday        regulating my papers and  filing them i filed all the letters i had rwritten my  wife  during the last year i also  filed  and  read some of them which were vary interesting i  spent the night at the farm i received  letters              november ,  ",1885-11-23
"428",10971," monday       ,  from  . i wrote letter  to c. a. brixen and rented the brick house for $ a month i  wrote to .  i spent the day at judge       november ,  ",1885-11-24
"429",10971," tuesday         . i spent the  day at judge  and in the evening at about   oclok  arived home from his mission  in     ",1885-11-24
"430",10985,"nov     down  to the  and spent the night with asahel it wa certainly  a happy meeting what i had looked for for a long time      november ,  ",1885-11-25
"431",10985," wednesday        to get  such things as they needed to day i wrote letters to day  . asahel had a great  surprise party nearly  persons of the mutual and sunday  school called upon him &amp; kept their visit up untill midnight   arived in the evening soaked to  skin in the storm      november ,  ",1885-11-26
"432",10985," thursday       thanksgiving day vary muddy in the streets  i spent the day at the  with my family had a large turkey  for dinner we had all the family present except       november ,  ",1885-11-27
"433",10985," friday        at  oclok in the morning  waited  hours before i could get a key to get into my office  i aranged my library in a room by itself i rote  letters to     and   miles      november ,  ",1885-11-28
"434",10985," saturday       i received a letter from dr  i wrote letters to   i spent the  day in the office and went to the   m      november ,  ",1885-11-29
"435",10985," sunday        and   spoke at the farmers ward to day about one  hour spoke again in the evening to the mutual      november ,  ",1885-11-30
"436",10985," monday        spent most of the day at the coop i spent the day in   abot  our sheep heard      december ,  ",1885-12-01
"437",10985," tuesday      dec   and palmer    ",1885-12-01
"438",11011,"december ,  ",1884-12-30
"439",11011," tuesday      dec ,   i came up from the field  came with me and paid   $ for his son  on orssborn's note, &amp; $ for to pay    note i wrote  letter        december ,  ",1884-12-30
"440",11011," wednesday       i took cars rode to  and spent the night  m  i looked over my journal and a synposis of my   labors will be found on the following page      thus ends the year of  and the year  opens  upon us with the combined effort of the republican party   united with the governor, judges, marshals, and all government   officers to persecute &amp; prosicute the saints and drive them  to the wall as fast as they can before the dimocratts come  into power so as to force the dimocratts to follow in the   same channel there never has been a more united &amp;   determined effort made for our destruction since the  organization of the church than now but we still say   the lord reigns &amp; will reign untill he puts evry enemy   under his feet there is none of the presidency or twelve   or any leading men who are in poligamy i think that    will prove a vary eventful year with both zion   &amp; babylon &amp; zion is in trouble to day babylon will be to   morrow. the judgments of god await this nation and  the wrath of god will rest upon our enemies i am a   wanderer from home with anoth   because of my religion but it is not the first time that  i have been wandering in the wilderness for the gospels  sake may the lord deliver his saints &amp; protect his   anointed is the earnest pray of wilford woodruff    ",1884-12-30
"441",11056,"january ,  ",1885-01-14
"442",11056," wednesday      jan ,     we are living in perilous times no man who  obeys the pratriarchal law of marriage is safe i am informed  that officers are after me i spent the day in the  ward  i wrote  letters to   . i called at   my house in the evening with  and got some things   and spent the night in the  ward    gave him an account    what orders to draw for my family see copy   i also wrote to       january ,  ",1885-01-14
"443",11056," thursday       , newman buckley,     i went home in the evening blesed my wife phebe and   spent an hour with my family &amp; returned to my   room in the  ward      january ,  ",1885-01-16
"444",11056," friday       i looked over my journal for  and    the same i wrote  letters to          january ,  ",1885-01-17
"445",11056," saturday         took me in a buggy and carried me west of  and   when the utah southern train came along i got into the private  car of samuel hill the director and when we got to     joined me and we rode all night &amp; arived   at   mile      january ,  ",1885-01-18
"446",11056," sunday       sunday morning the conductor started the train before we   got our things out they slacked a little so we got our things into   brother walker carriage and brother walker undertook to cross   the track as the train was coming on to us i told him to turn    ",1885-01-18
"447",11162,"march ,  ",1889-03-01
"448",11162," friday      march ,         wilford woodruff  born march ,   aged  years  may god preserve   me to finish my  work         born  march   aged  years  god bless her to  council my   children       march ,  this is my birth day i gathered   together my family at  house.  i had of emmas children  and daughter   and daughter   and also   baby, and  and emmas   son   &amp; son  &amp;     &amp;  &amp; daughter i had  sons and  daughters   present and  grand children i also had   br  also the salt lake glee   club who came to serenade me and many other friends  we staid untill  oclok and had a joyous time i recd  several presents a nice morning gown by    and presents from friends    ",1889-03-01
"449",11209,"november ,  ",1881-11-10
"450",11209," thursday      nov ,      aged ,  and wife and   peter jenson &amp; wife all adopted to me      november ,  ",1881-11-10
"451",11209," friday       i spent the day in  the forenoon in   business. the afternoon i visited br  school   and sister , church, carter, and eyring and   spent the night at br       november ,  ",1881-11-12
"452",11209," saturday       we left  and drove to leeds i dined at  br wilkensons. we held a meeting at  oclok       m,    and stoped with brother   miles   we held a meeting in the evening  prayed   f d richards spoke  m, w woodruff , j taylor .      november ,  ",1881-11-13
"453",11209," sunday       sunday we drove through nephi twist up to    i stoped with  we held a meeting at  oclok prayer   by br    ,  .      november ,  ",1881-11-14
"454",11209," monday       we rode over a vary rough rode to   m   held a meeting at  oclok  prayed       m,   m, david cannon . afternoon the   st george brethren went back.  prayed w woodruff   spoke  m,  , j taylor  m   i spent the evening at the bishops      november ,  ",1881-11-15
"455",11209," tuesday       we went up a mountain  feet higher than ro   we drove  miles to the fork of the road opasite a ranch   whare we nooned we them  drove to winsor castle  mils    ",1881-11-15
"456",11346,"september ,  ",1891-09-09
"457",11346," wednesday      sept ,    i signed  recommends i received  letters  i met with the bank board we had a hard   rain at night      september ,  ",1891-09-09
"458",11346," thursday       i signed  recommends i receivd  letters  i had several visiters to day and a hard rain      september ,  ",1891-09-11
"459",11346," friday       i signed  recommends i received  letter        september ,  ",1891-09-12
"460",11346," saturday       i spent most of the day at home i rode up town   and bought of the coop some shades &amp; carpets for the house      september ,  ",1891-09-13
"461",11346," sunday       sunday i spent the day at home resting      september ,  ",1891-09-14
"462",11346," monday       i signed  recommends i received  letters  i had an interview with judge    and with several other gentlemen      september ,  ",1891-09-15
"463",11346," tuesday       i signed  recommends i received  letters   we met   with the zcmi board we met with col    and several jgentlemen      september ,  ",1891-09-16
"464",11346," wednesday       i signed  recommends i received  letters     the irrigation congress assembly and by the invitation   of that body of men both brother cannon and myself   address them some  of them many of them were   introduced to us i am satisfied that much good   will grow out of this assembly to .  i attended the consort in the  in the   evening got up to acomodate the irrigation congress      september ,  ",1891-09-17
"465",11346," thursday      . i signed  recommends i received  letters    i attended a bank meeting    ",1891-09-17
"466",11456,"june    in addition to my work in the  to day i rode   to the stone dam called   miles over a   vary rough road i found the dam a vary substancial   peace of work i do not see how any flood can destroy   it costs $ i was quite weary at night but i went   into brother  house in the evening and took supper &amp;   administered to a sick child i staid untill  oclok  &amp; went to bed quite weary  miles      june ,  ",1892-06-16
"467",11456," thursday       we started for home and rode  mils to   &amp; took dinner then rode to  and stoped for   the night with sister gregerson on my arival at   bellview i was suddenly attacked with somthing like   the old fashioned cholera i was taken purging and  vomiting which lasting all night and it seemed as    though i would die  mile      june ,  ",1892-06-17
"468",11456," friday      . i was so far gone this morning i had no controll   over myself. i lost my memory and some thought i   would die i was vary sick i was administered to by   &amp; others though did not remember any thing  about it, was quite sick through the day &amp; night      june ,  ",1892-06-18
"469",11456," saturday       i was vary weak this morning but began to feel some   better and concluded to try to start home my situation   was vary critical yet i got into the carriage and started   on my journal this whole affair was vary trying   on  my wife i began to recover as soon as i  started &amp; i rode all the way to  without stoping  i stoped with brother barres for the night brothe   went on to  to attend conference  m    ",1892-06-18
"470",11495,"april ,  ",1886-04-03
"471",11495," saturday      april ,     i met in the evening at brother     i signed the report of the auditing committy      april ,  ",1886-04-03
"472",11495," sunday       sunday i spent the day at the  reeding      april ,  ",1886-04-05
"473",11495," monday        the afternoon cutting potato.  i had a visit from br  he brought me  letters from      and blessed brother and sister frink who were going on a visit  east to visit there friends  planted several of early   rose potatoes today in the old barn yard in the new of the moon  see how they come out in their crop. war commenced in   between labor knights &amp; r road company  killed many wounded      april ,  ",1886-04-06
"474",11495," tuesday             april ,  ",1886-04-07
"475",11495," wednesday      th i spent the day reading i spent the night at the       april ,  ",1886-04-08
"476",11495," thursday       i packed the medicine chest to day and staid at the   br  arived and spent the night with us      april ,  ",1886-04-09
"477",11495,"friday       ,     for march baptized , endowed , sealed  couple  i wrote letter to jaques and sylvia sent sylvia $. i spent   the nights at {       for storage} aprail ,       april ,  ",1886-04-09
"478",11495," saturday       i read to brother  a revelation i wrote  letters     in the evening and  walked with me to my  place of abode i spent the rest of the night with br wm palmer      april ,  ",1886-04-11
"479",11495," sunday       sunday i received a letter from br  and sister    copied it    ",1886-04-11
"480",11515,"march ,    to day for  couple   of dead friends sister  officiated with   me at the altar as the female side. {there was some difficulty between thompson and . it was saturday.}         march ,  ",1887-03-30
"481",11515," thursday         and    i was sealed to day at the altar in the temple for    couple of dead friends total in the two days  couple  i find i have still after this date  more dead friends   to get endowments for to finish up my record for    souls for my  house for the woodruff hart   and thompson families. it has been among the most pleasing  and important labor of my life to accomplish this work  i went to brother  and spent the night in my usual  usual chamber      april ,  ",1887-04-01
"482",11515," friday      april ,     i wrote  letters   to jaques, emma, clara, , phebe snow  and thomas e ricks &amp; sorrenson      april ,  ",1887-04-02
"483",11515," saturday          and went to pond caught  chub i caught the first of the season  we shot at a good many ducks and ownly got one i was weary at night       april ,  ",1887-04-03
"484",11515," sunday       sunday i spent the day in the house reading      april ,  ",1887-04-04
"485",11515," monday        i wrote  letters to jaques   and  i caught  duck &amp;  chub to day      april ,  ",1887-04-05
"486",11515," tuesday        to day i went to fishing i caught  chub      april ,  ",1887-04-06
"487",11515," wednesday        semi annual conference commences to day at the stake house in    fished in the forenoon we caught  chub planted wet matter    ",1887-04-06
"488",11593,"march ,  ",1888-03-26
"489",11593," monday       march ,    i went to the office early in the morning i signed    recommends i received  letters i wrote  letters. we   spent the day in council all was reconciled at night      march ,  ",1888-03-26
"490",11593," tuesday       i signed  recommends i received  letters     in the evening and saw uncle toms cabbin did not like it      march ,  ",1888-03-28
"491",11593," wednesday       i signed  recommends i received  letters   i wrote  letters, was in council all day  the subject of returning compensation to    and  for what they had paid at the settlement of   the law suit against the church by  heirs was   discussed      march ,  ",1888-03-29
"492",11593," thursday       i signed  recommends received  letters   letters   we decided to day by vote to restore to    and  the $,,/ which they   paid in the settlement of the suit against the   church i went to the  &amp; spent the night  m      march ,  ",1888-03-30
"493",11593," friday       i signed  recommends, i received  letters i wrote    public letters i spent the day iwriting and reading      march ,  ",1888-03-20
"494",11593," saturday      . i spent the day in the house reading. the carpen-  ters were building the bed room      april ,  ",1888-04-01
